"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"RUS","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2000",1.543,
"RUS","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2005",1.746,
"RUS","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2008",1.864,
"RUS","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2009",2.134,
"RUS","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2010",1.849,
"RUS","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2011",1.822,
"RUS","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",2.015,
"RUS","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",2.044,
"RUS","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2014",1.945,
"RUS","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2015",1.843,
"SVN","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2000",,"M"
"SVN","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2005",3.723,
"SVN","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2008",3.31,
"SVN","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2009",3.529,
"SVN","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2010",3.5,
"SVN","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2011",3.396,
"SVN","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",3.359,
"SVN","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",3.293,
"SVN","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2014",3.155,
"SVN","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2015",2.955,
"ZAF","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2000",,"M"
"ZAF","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2005",,"M"
"ZAF","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2008",,"M"
"ZAF","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2009",,"M"
"ZAF","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2010",,"M"
"ZAF","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2011",,"M"
"ZAF","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",5.158,
"ZAF","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",4.774,
"ZAF","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2014",4.861,
"ZAF","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2015",,"M"
"GRC","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2000",2.348,
"GRC","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2005",2.529,
"GRC","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2008",,"M"
"GRC","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2009",,"M"
"GRC","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2010",,"M"
"GRC","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2011",,"M"
"GRC","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",2.637,
"GRC","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",2.655,
"GRC","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2014",2.67,
"GRC","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2015",2.66,
"TUR","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2000",1.73,
"TUR","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2005",1.925,
"TUR","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2008",2.057,
"TUR","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2009",2.368,
"TUR","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2010",2.373,
"TUR","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2011",2.528,
"TUR","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",2.579,
"TUR","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",2.566,
"TUR","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2014",2.557,
"TUR","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2015",2.533,
"ARG","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2000",,"M"
"ARG","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2005",,"M"
"ARG","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2008",,"M"
"ARG","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2009",,"M"
"ARG","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2010",,"M"
"ARG","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2011",,"M"
"ARG","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",3.855,
"ARG","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",3.887,
"ARG","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2014",3.833,
"ARG","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2015",,"M"
"CHN","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2000",,"M"
"CHN","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2005",,"M"
"CHN","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2008",,"M"
"CHN","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2009",,"M"
"CHN","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2010",,"M"
"CHN","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2011",,"M"
"CHN","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",,"M"
"CHN","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",,"M"
"CHN","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2014",,"M"
"CHN","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2015",,"M"
"COL","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2000",,"M"
"COL","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2005",,"M"
"COL","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2008",,"M"
"COL","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2009",,"M"
"COL","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2010",,"M"
"COL","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2011",,"M"
"COL","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",,"M"
"COL","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",3.308,
"COL","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2014",3.117,
"COL","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2015",3.145,
"LVA","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2005",3.14,
"LVA","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2008",3.509,
"LVA","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2009",3.651,
"LVA","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2010",3.242,
"LVA","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2011",2.956,
"LVA","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",2.766,
"LVA","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",3.025,
"LVA","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2014",3.223,
"LVA","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2015",3.254,
"SAU","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2000",,"M"
"SAU","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2005",,"M"
"SAU","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2008",,"M"
"SAU","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2009",,"M"
"SAU","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2010",,"M"
"SAU","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2011",,"M"
"SAU","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",,"M"
"SAU","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",,"M"
"SAU","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2014",,"M"
"SAU","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2015",,"M"
"CRI","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2000",,"M"
"CRI","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2005",,"M"
"CRI","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2008",,"M"
"CRI","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2009",,"M"
"CRI","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2010",,"M"
"CRI","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2011",,"M"
"CRI","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",,"M"
"CRI","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",4.815,
"CRI","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2014",4.792,
"CRI","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2015",4.995,
"LTU","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2005",3.038,
"LTU","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2008",3.227,
"LTU","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2009",3.653,
"LTU","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2010",3.272,
"LTU","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2011",2.89,
"LTU","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",2.697,
"LTU","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",2.602,
"LTU","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2014",2.475,
"LTU","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2015",2.315,
